k,season,ot,brier_in,brier_d_in,score_mse_in,games_off_in,games_off_pct_in,brier_out,brier_d_out,score_mse_out,games_off_out,games_off_pct_out
40.0,0.25,1.0,0.17605488381434017,0.17617410450698684,22.229137964967528,96.0,0.018893918519976384,0.20275737656047751,0.20320523914411578,27.13483322844556,44.0,0.027690371302706105
40.0,0.25,0.9,0.17604981631880287,0.17629907990553043,22.229925211572525,89.0,0.017516236961228105,0.20275304143569137,0.2032618785399622,27.123505349276275,56.0,0.03524229074889868
40.0,0.25,0.8,0.17605154261810785,0.17622724365282427,22.270074788427475,90.0,0.01771304861247786,0.20275514402863132,0.20300700125865329,27.17636878539962,51.0,0.032095657646318436
40.0,0.25,0.7,0.17606012258277295,0.17617705668175557,22.292117693367448,92.0,0.018106671914977366,0.20276373934645778,0.20296609502831967,27.220421648835746,56.0,0.03524229074889868
40.0,0.25,0.6,0.17607561557532372,0.17626266975004914,22.30668175555993,88.0,0.01731942530997835,0.20277888267544467,0.20273953744493392,27.24685336689742,58.0,0.03650094398993078
40.0,0.25,0.5,0.17609808038931432,0.17614950305058058,22.3306927770124,92.0,0.018106671914977366,0.20280062962220335,0.2029157488986784,27.27706104468219,51.0,0.032095657646318436
40.0,0.3,1.0,0.1771482708123557,0.1772998671521354,22.41965164337729,115.0,0.022633339893721707,0.20314469134000096,0.20353248898678414,27.16252359974827,56.0,0.03524229074889868
40.0,0.3,0.9,0.177140164155054,0.177207365676048,22.428311356032278,124.0,0.024404644754969493,0.20313663692384665,0.20370870044052863,27.14490245437382,56.0,0.03524229074889868
40.0,0.3,0.8,0.17713863953912107,0.17717193957882307,22.41610903365479,123.0,0.02420783310371974,0.20313486597719577,0.20363632787916922,27.14616110761485,59.0,0.037130270610446825
40.0,0.3,0.7,0.1771437531875391,0.1772477120645542,22.398002361739817,122.0,0.024011021452469986,0.203139431033812,0.2032964915040906,27.180144745122718,61.0,0.03838892385147892
40.0,0.3,0.6,0.17715556071813507,0.17723196713245426,22.4098110608148,125.0,0.024601456406219246,0.20315038480862943,0.2032650251730648,27.231749528005036,54.0,0.033983637507866586
40.0,0.3,0.5,0.17717411708344333,0.17722901495768548,22.411385554024797,115.0,0.022633339893721707,0.20316778023106452,0.2032398521082442,27.254405286343612,51.0,0.032095657646318436
40.0,0.35,1.0,0.17843528004785225,0.1786637718952962,22.606622712064553,141.0,0.02775044282621531,0.20361526999640167,0.20364262114537443,27.32614852108244,51.0,0.032095657646318436
40.0,0.35,0.9,0.1784251440404194,0.17874052843928356,22.614888801417045,147.0,0.028931312733713837,0.20360370014444845,0.2037527533039648,27.30223410950283,53.0,0.03335431088735054
40.0,0.35,0.8,0.1784213932308869,0.17867262841960246,22.60308010234206,148.0,0.02912812438496359,0.20359826460250732,0.20389120516047826,27.32488986784141,59.0,0.037130270610446825
40.0,0.35,0.7,0.17842408056842965,0.1786834530604212,22.590090533359575,149.0,0.029324936036213344,0.20359901357607205,0.20365520767778472,27.334959093769665,58.0,0.03650094398993078
40.0,0.35,0.6,0.178433258322438,0.1786175211572525,22.59402676638457,155.0,0.030505805943711866,0.20360599736881113,0.2038219792322215,27.332441787287603,52.0,0.032724984266834484
40.0,0.35,0.5,0.17844897802386794,0.17856635012792757,22.62827199370203,161.0,0.03168667585121039,0.20361926640889416,0.20374016677155446,27.346286972938955,55.0,0.034612964128382634
40.0,0.4,1.0,0.1798784767941611,0.18043704487305648,22.82587089155678,156.0,0.030702617594961623,0.2041670918847358,0.2044229861548143,27.453272498426685,54.0,0.033983637507866586
40.0,0.4,0.9,0.17986708542372384,0.1803573361543003,22.822721905136785,155.0,0.030505805943711866,0.2041522242714659,0.2041272026431718,27.44572057898049,56.0,0.03524229074889868
40.0,0.4,0.8,0.179861896065014,0.18033568687266285,22.800285376894312,151.0,0.02971855933871285,0.2041433475490507,0.20425621460037763,27.43942731277533,46.0,0.0289490245437382
40.0,0.4,0.7,0.17986295871402436,0.18046459850423144,22.83256248769927,161.0,0.03168667585121039,0.20414050972045056,0.2042090151038389,27.454531151667716,42.0,0.02643171806167401
40.0,0.4,0.6,0.17987032263138758,0.18020283900806927,22.846339303286754,160.0,0.03148986419996064,0.20414375881594113,0.20400448395217113,27.436910006293267,41.0,0.025802391441157962
40.0,0.4,0.5,0.1798840362854683,0.18014379551269435,22.80225349340681,170.0,0.033457980712458174,0.20415314291333617,0.20407370988042797,27.52249842668345,46.0,0.0289490245437382
40.0,0.45,1.0,0.18145119047459443,0.18189541920881716,23.09077937413895,184.0,0.03621334382995473,0.20479802436171046,0.2050743392070484,27.58794839521712,46.0,0.0289490245437382
40.0,0.45,0.9,0.1814391499838066,0.18174781047037986,23.094321983861445,183.0,0.03601653217870498,0.20478008732228253,0.20525369729389556,27.556482064191314,38.0,0.02391441157960982
40.0,0.45,0.8,0.1814331417065998,0.18184916847077348,23.086055894508956,175.0,0.03444203896870695,0.2047680040994939,0.20522537759597234,27.564033983637508,41.0,0.025802391441157962
40.0,0.45,0.7,0.18143321297177703,0.18190624384963594,23.072672702223972,175.0,0.03444203896870695,0.20476182060600953,0.20532292322215231,27.640811831340464,38.0,0.02391441157960982
40.0,0.45,0.6,0.18143941033245614,0.18184523223774846,23.076215311946466,174.0,0.034245227317457196,0.20476158272061645,0.2053134833228446,27.639553178099433,34.0,0.021397105097545627
40.0,0.45,0.5,0.1814517795109844,0.1817861887423735,23.10455618972643,177.0,0.034835662271206456,0.20476733630318272,0.20503343297671492,27.687382001258655,41.0,0.025802391441157962
40.0,0.5,1.0,0.1831339512871717,0.18322586597126547,23.421816571541036,207.0,0.04074001180869907,0.20550584788921225,0.20531662995594716,27.69745122718691,46.0,0.0289490245437382
40.0,0.5,0.9,0.18312174502081963,0.18324161090336552,23.387964967526077,208.0,0.040936823459948826,0.20548507720102646,0.20538270925110133,27.760383889238515,47.0,0.02957835116425425
40.0,0.5,0.8,0.1831154148249819,0.18323177032080298,23.387571344223577,208.0,0.040936823459948826,0.20547003015703502,0.20529145689112652,27.761642542479546,45.0,0.028319697923222153
40.0,0.5,0.7,0.1831150056222162,0.18318847175752803,23.380486124778585,204.0,0.04014957685494981,0.20546075068389555,0.20525369729389556,27.86611076148521,48.0,0.030207677784770296
40.0,0.5,0.6,0.18312056153070028,0.18325833989372173,23.397411926786067,199.0,0.03916551859870104,0.20545728262077556,0.20536382945248585,27.83590308370044,50.0,0.03146633102580239
40.0,0.5,0.5,0.18313212581090774,0.18322881814603426,23.39544381027357,198.0,0.03896870694745129,0.20545966972981702,0.20555892070484583,27.801919446192574,49.0,0.030837004405286344
41.0,0.0,1.0,0.17663965152351976,0.17719850915174182,22.695187955126944,262.0,0.051564652627435544,0.20195957042420912,0.20198749213341727,27.415512901195722,64.0,0.040276903713027064
41.0,0.0,0.9,0.17668715854309328,0.1770577888210982,22.746752607754377,266.0,0.05235189923243456,0.20197604352645138,0.20210391755821272,27.448237885462554,62.0,0.03901825047199497
41.0,0.0,0.8,0.1767432667222154,0.17721031785081678,22.75423145050187,271.0,0.05333595748868333,0.20199997929305974,0.20250983322844562,27.428099433606043,63.0,0.039647577092511016
41.0,0.0,0.7,0.17680806816514547,0.17717193957882307,22.81760480220429,268.0,0.052745522534934065,0.20203145024178407,0.202468926998112,27.496066708621775,66.0,0.04153555695405916
41.0,0.0,0.6,0.17688165517977042,0.17711880043298564,22.888850619956703,265.0,0.052155087581184804,0.20207053003533054,0.2022958621774701,27.538860918816866,68.0,0.042794210195091255
41.0,0.0,0.5,0.17696412021318106,0.17704401200551073,22.965213540641606,266.0,0.05235189923243456,0.20211729357948927,0.2022643958464443,27.58794839521712,68.0,0.042794210195091255
41.0,0.05,1.0,0.1751015735644639,0.17531600570753791,22.40193859476481,185.0,0.036410155481204486,0.20189611041279776,0.2024217275015734,27.273285084959095,62.0,0.03901825047199497
41.0,0.05,0.9,0.17512936250282973,0.17557678114544378,22.45035426097225,195.0,0.03837827199370203,0.20190806405068845,0.20210391755821275,27.319855254877282,58.0,0.03650094398993078
41.0,0.05,0.8,0.17516529896186583,0.17566731450501866,22.52199370202716,201.0,0.03955914190120055,0.20192731159638855,0.20248151353052235,27.293423536815606,59.0,0.037130270610446825
41.0,0.05,0.7,0.1752094669154091,0.1756692826215312,22.563717772092108,200.0,0.0393623302499508,0.20195392186104755,0.20257591252359974,27.334959093769665,57.0,0.03587161736941473
41.0,0.05,0.6,0.1752619504641746,0.17564763333989372,22.646378665617004,201.0,0.03955914190120055,0.20198796456290008,0.20241543423536812,27.280837004405285,48.0,0.030207677784770296
41.0,0.05,0.5,0.17532283378608535,0.1755344666404251,22.640867939382012,198.0,0.03896870694745129,0.20202951041364683,0.20290945563247328,27.351321585903083,51.0,0.032095657646318436
41.0,0.1,1.0,0.17450042725816362,0.17470588958866365,22.260234205864986,137.0,0.026963196221216297,0.20192360318267857,0.20193085273757075,27.17385147891756,64.0,0.040276903713027064
41.0,0.1,0.9,0.17451490780736328,0.17487711572525094,22.270074788427475,140.0,0.027553631174965558,0.20193114138362356,0.2019056796727501,27.16252359974827,59.0,0.037130270610446825
41.0,0.1,0.8,0.17453717699562918,0.1748426736862822,22.252755363117497,136.0,0.026766384569966543,0.20194580561579742,0.20207245122718695,27.196507237256135,61.0,0.03838892385147892
41.0,0.1,0.7,0.17456731154908592,0.17468817654005117,22.3310864003149,136.0,0.026766384569966543,0.2019676613027185,0.20213538388923852,27.148678414096917,64.0,0.040276903713027064
41.0,0.1,0.6,0.17460538811321027,0.17473147510332615,22.388949025782328,143.0,0.02814406612871482,0.20199677457212006,0.2024909534298301,27.225456261799874,55.0,0.034612964128382634
41.0,0.1,0.5,0.17465148319629042,0.17479642294823855,22.42437512300728,145.0,0.028537689431214326,0.20203321233071325,0.20261367212083076,27.28461296412838,51.0,0.032095657646318436
41.0,0.15,1.0,0.17453920394566103,0.17492631863806335,22.20985042314505,118.0,0.02322377484747097,0.20204120752628016,0.20223922278162365,27.19273127753304,61.0,0.03838892385147892
41.0,0.15,0.9,0.17454452847533639,0.174829880928951,22.21929738240504,129.0,0.025388703011218264,0.20204445675693597,0.20208818439269982,27.193989930774073,64.0,0.040276903713027064
41.0,0.15,0.8,0.17455734615131804,0.1747816620743948,22.24055304074001,114.0,0.022436528242471953,0.20205466593984395,0.20243746066708623,27.188955317809942,71.0,0.0446821900566394
41.0,0.15,0.7,0.1745777279299899,0.1749489519779571,22.22677622515253,99.0,0.019484353473725645,0.20207189738956075,0.20233362177470107,27.195248584015104,64.0,0.040276903713027064
41.0,0.15,0.6,0.17460574450188343,0.1748800679000197,22.276766384569967,101.0,0.019877976776225152,0.20209621395303912,0.20236194147262432,27.21161107614852,62.0,0.03901825047199497
41.0,0.15,0.5,0.1746414662293253,0.17492139834678214,22.29841566620744,101.0,0.019877976776225152,0.20212767907327953,0.2026766047828823,27.298458149779737,56.0,0.03524229074889868
41.0,0.2,1.0,0.17502779335503926,0.1753169897657941,22.252361739814997,109.0,0.021452469986223185,0.2022477606034318,0.20237452800503458,27.070641913152926,63.0,0.039647577092511016
41.0,0.2,0.9,0.17502670948640342,0.17539374630978155,22.272042904939973,113.0,0.0222397165912222,0.2022468696343445,0.20236508810572687,27.076935179358088,66.0,0.04153555695405916
41.0,0.2,0.8,0.175032861488522,0.175435076756544,22.284638850619956,116.0,0.022830151544971464,0.2022527752018283,0.20237452800503467,27.110918816865954,75.0,0.04719949653870359
41.0,0.2,0.7,0.1750463155139494,0.1755098651840189,22.30510726234993,114.0,0.022436528242471953,0.20226553675067577,0.2021888766519824,27.10966016362492,69.0,0.0434235368156073
41.0,0.2,0.6,0.17506713729322104,0.17549116807715015,22.35627829167487,100.0,0.0196811651249754,0.202285214113335,0.20222663624921333,27.1637822529893,73.0,0.045940843297671494
41.0,0.2,0.5,0.1750953920698596,0.1755138014170439,22.407449320999802,91.0,0.017909860263727612,0.2023118675632084,0.2022990088105727,27.230490874764,64.0,0.040276903713027064
41.0,0.25,1.0,0.17584460380159014,0.17591726530210589,22.242914780555008,99.0,0.019484353473725645,0.20254183023192707,0.20270492448080557,27.095814977973568,52.0,0.032724984266834484
41.0,0.25,0.9,0.17583901322107884,0.1760422407006495,22.247638260185003,91.0,0.017909860263727612,0.2025369693968883,0.2027300975456262,27.12098804279421,58.0,0.03650094398993078
41.0,0.25,0.8,0.17584042595823315,0.17597434068096826,22.28267073410746,93.0,0.01830348356622712,0.2025387451670108,0.20278673694147265,27.128539962240403,56.0,0.03524229074889868
41.0,0.25,0.7,0.17584890400141165,0.17596548415666208,22.324001180869907,84.0,0.016532178704979333,0.202547214319889,0.20263884518565137,27.18517935808685,53.0,0.03335431088735054
41.0,0.25,0.6,0.17586450878841353,0.17598713343829953,22.325182050777407,83.0,0.01633536705372958,0.20256243389921508,0.20265143171806163,27.248112020138453,54.0,0.033983637507866586
41.0,0.25,0.5,0.17588730114107265,0.17587298268057466,22.36966148395985,80.0,0.01574493209998032,0.20258446125863316,0.20297238829452482,27.292164883574575,53.0,0.03335431088735054
41.0,0.3,1.0,0.17691014897036092,0.17700464967526078,22.4098110608148,114.0,0.022436528242471953,0.20292176267123724,0.20341921019509127,27.193989930774073,51.0,0.032095657646318436
41.0,0.3,0.9,0.17690142629498803,0.17688754674276716,22.420045266679786,118.0,0.02322377484747097,0.20291312234946957,0.20323041220893645,27.17636878539962,55.0,0.034612964128382634
41.0,0.3,0.8,0.1768994924584352,0.1768777061602047,22.399576854949814,116.0,0.022830151544971464,0.20291096296409517,0.20349787602265573,27.14616110761485,55.0,0.034612964128382634
41.0,0.3,0.7,0.17690440575387856,0.17689541920881716,22.38698090926983,111.0,0.021846093288722692,0.2029153387959306,0.20312971994965387,27.18517935808685,56.0,0.03524229074889868
41.0,0.3,0.6,0.17691622382162303,0.17679504526667977,22.383438299547333,116.0,0.022830151544971464,0.2029263042897952,0.20316118628067964,27.209093769666456,50.0,0.03146633102580239
41.0,0.3,0.5,0.17693500358458691,0.17677733221806727,22.405874827789805,116.0,0.022830151544971464,0.20294391408991463,0.20311398678414094,27.22293895531781,50.0,0.03146633102580239
41.0,0.35,1.0,0.17817093486019916,0.17836560224365286,22.610952568392047,140.0,0.027553631174965558,0.20338572593785847,0.20363003461296417,27.3362177470107,44.0,0.027690371302706105
41.0,0.35,0.9,0.17816010932901083,0.17838134717575282,22.58576067703208,137.0,0.026963196221216297,0.20337351426655842,0.20325558527375712,27.31230333543109,54.0,0.033983637507866586
41.0,0.35,0.8,0.1781558731275278,0.1783341123794529,22.590090533359575,136.0,0.026766384569966543,0.2033676328601577,0.20350416928886098,27.34376966645689,63.0,0.039647577092511016
41.0,0.35,0.7,0.17815828123076294,0.1782298022042905,22.582218067309586,145.0,0.028537689431214326,0.20336813364660303,0.20360486154814347,27.30223410950283,67.0,0.04216488357457521
41.0,0.35,0.6,0.17816738788224498,0.1782917978744342,22.567260381814602,148.0,0.02912812438496359,0.20337506863177157,0.20359227501573313,27.321113908118313,63.0,0.039647577092511016
41.0,0.35,0.5,0.17818324653106832,0.17822192973824053,22.5696221216296,161.0,0.03168667585121039,0.20338848992743147,0.20353878225298933,27.33747640025173,62.0,0.03901825047199497
41.0,0.4,1.0,0.17958987969957468,0.18013001869710688,22.807370596339304,160.0,0.03148986419996064,0.20393174811709364,0.2039730176211454,27.382787916928887,58.0,0.03650094398993078
41.0,0.4,0.9,0.17957774323208153,0.18005621432788824,22.788476677819325,155.0,0.030505805943711866,0.20391618808633322,0.20375589993706741,27.401667715544367,58.0,0.03650094398993078
41.0,0.4,0.8,0.1795720102929417,0.18017233320212558,22.78572131470183,143.0,0.02814406612871482,0.20390681333469646,0.20407370988042797,27.370201384518566,53.0,0.03335431088735054
41.0,0.4,0.7,0.1795727328619707,0.18009754477465065,22.819572918716787,147.0,0.028931312733713837,0.2039036735609159,0.2039572844556324,27.406702328508494,52.0,0.032724984266834484
41.0,0.4,0.6,0.17957996212908398,0.1801231302893131,22.800285376894312,148.0,0.02912812438496359,0.2039068184685015,0.20388176526117055,27.497325361862806,45.0,0.028319697923222153
41.0,0.4,0.5,0.17959374843320944,0.18002374040543198,22.788476677819325,156.0,0.030702617594961623,0.20391629778723994,0.20386603209565768,27.478445563247327,47.0,0.02957835116425425
41.0,0.45,1.0,0.1811405684791941,0.18151950895493013,23.079757921668964,182.0,0.035819720527455225,0.20455774959769638,0.20498938011327875,27.581655129011956,46.0,0.0289490245437382
41.0,0.45,0.9,0.18112774358438594,0.18156379157646133,23.075821688643966,184.0,0.03621334382995473,0.20453907576950933,0.2048918344870988,27.54767149150409,38.0,0.02391441157960982
41.0,0.45,0.8,0.18112114986266473,0.18143487994489277,23.077396181853967,173.0,0.03404841566620744,0.20452644856032154,0.2047879955947137,27.60053492762744,41.0,0.025802391441157962
41.0,0.45,0.7,0.18112083658634048,0.18144176835268647,23.088811257626453,168.0,0.03306435740995867,0.20451991554938093,0.20473135619886718,27.567809943360604,45.0,0.028319697923222153
41.0,0.45,0.6,0.18112685219571054,0.18138666109033658,23.093928360558944,169.0,0.03326116906120842,0.20451952425779435,0.20475023599748268,27.59550031466331,42.0,0.02643171806167401
41.0,0.45,0.5,0.18113924423986583,0.1812990799055304,23.088811257626453,176.0,0.0346388506199567,0.20452532216446473,0.20487295468848335,27.65591567023285,39.0,0.024543738200125866
41.0,0.5,1.0,0.18280372423005906,0.18286963688250346,23.402529029718558,203.0,0.03995276520370006,0.20526156794802833,0.2052190843297671,27.657174323473882,39.0,0.024543738200125866
41.0,0.5,0.9,0.1827907088801528,0.18293458472741583,23.37773076166109,201.0,0.03955914190120055,0.2052400230730449,0.20530089679043426,27.69870988042794,43.0,0.027061044682190057
41.0,0.5,0.8,0.1827837660853532,0.18286373253296592,23.37812438496359,203.0,0.03995276520370006,0.20522439307246515,0.20534180302076777,27.663467589679044,38.0,0.02391441157960982
41.0,0.5,0.7,0.18278294267273912,0.18292474414485338,23.320655382798662,199.0,0.03916551859870104,0.20521472350782996,0.2050680459408433,27.712555066079297,41.0,0.025802391441157962
41.0,0.5,0.6,0.18278828460770435,0.1828873499311159,23.347815390671126,197.0,0.038771895296201536,0.20521105982758167,0.20535124292007553,27.74528005034613,42.0,0.02643171806167401
41.0,0.5,0.5,0.1827998369366495,0.18289325428065342,23.350177130486124,191.0,0.037591025388703014,0.20521344737826003,0.2055148678414097,27.735210824417873,40.0,0.025173064820641914
42.0,0.0,1.0,0.17657000347545782,0.1771660352292856,22.692038968706946,275.0,0.05412320409368235,0.20180333843355336,0.20200322529893014,27.4343926998112,64.0,0.040276903713027064
42.0,0.0,0.9,0.17661775581735414,0.17709223086006692,22.735731155284395,277.0,0.054516827396181855,0.20181959620461842,0.2021322372561359,27.428099433606043,66.0,0.04153555695405916
42.0,0.0,0.8,0.1766743396578049,0.17711092796693564,22.752656957291872,276.0,0.0543200157449321,0.20184352010356485,0.20250039332913783,27.47466960352423,62.0,0.03901825047199497
42.0,0.0,0.7,0.17673984980406665,0.17708042216099193,22.816817555599293,275.0,0.05412320409368235,0.20187518455209189,0.2025035399622404,27.586689741976084,65.0,0.04090623033354311
42.0,0.0,0.6,0.17681438125839877,0.17698300039362327,22.892393229679197,275.0,0.05412320409368235,0.20191466515365855,0.20230530207677788,27.502359974826934,64.0,0.040276903713027064
42.0,0.0,0.5,0.17689802915175612,0.17703121924817952,22.955766581381617,267.0,0.05254871088368431,0.20196203879888844,0.2022329295154185,27.55899937067338,60.0,0.03775959723096287
42.0,0.05,1.0,0.175013580192272,0.17545180574690022,22.411779177327297,198.0,0.03896870694745129,0.2017296482710155,0.20245004719949658,27.309786028949024,60.0,0.03775959723096287
42.0,0.05,0.9,0.1750414151346361,0.17559941448533753,22.51372761267467,209.0,0.04113363511119858,0.20174132134668452,0.20218887665198237,27.28964757709251,64.0,0.040276903713027064
42.0,0.05,0.8,0.17507762102395755,0.17550691300925014,22.538919504034638,204.0,0.04014957685494981,0.20176049149133934,0.20247522026431725,27.338735053492762,67.0,0.04216488357457521
42.0,0.05,0.7,0.17512228425265394,0.17556792462113757,22.572771108049597,210.0,0.041330446762448333,0.20178722938120028,0.20252241976085594,27.332441787287603,57.0,0.03587161736941473
42.0,0.05,0.6,0.17517549132152135,0.17549116807715015,22.636144459752018,205.0,0.040346388506199565,0.20182160662041407,0.20232418187539333,27.31482064191315,51.0,0.032095657646318436
42.0,0.05,0.5,0.17523732878771145,0.1755197057665814,22.677081283211965,210.0,0.041330446762448333,0.2018636958335128,0.20251612649465073,27.387822529893015,49.0,0.030837004405286344
42.0,0.1,1.0,0.1743880229263925,0.17482594469592602,22.22480810864003,142.0,0.027947254477465065,0.20174745450121206,0.20231159534298299,27.19776589049717,64.0,0.040276903713027064
42.0,0.1,0.9,0.17440237947665269,0.1748928606573509,22.275585514662467,142.0,0.027947254477465065,0.20175464629992643,0.20208818439269982,27.193989930774073,63.0,0.039647577092511016
42.0,0.1,0.8,0.1744247440426086,0.17472065046250737,22.28188348750246,145.0,0.028537689431214326,0.20176916672065295,0.20215741032095655,27.214128382630584,71.0,0.0446821900566394
42.0,0.1,0.7,0.17445519565485698,0.17463602145246998,22.349980318834874,149.0,0.029324936036213344,0.2017910830213614,0.20239340780365012,27.196507237256135,59.0,0.037130270610446825
42.0,0.1,0.6,0.1744938132377893,0.17478953454044477,22.396821491832316,144.0,0.028340877779964573,0.20182046317237434,0.2025255663939584,27.230490874764,51.0,0.032095657646318436
42.0,0.1,0.5,0.17454067554947267,0.17476394902578235,22.452322377484748,150.0,0.029521747687463098,0.20185737593615696,0.20257276589049716,27.22293895531781,52.0,0.032724984266834484
42.0,0.15,1.0,0.17439947568443787,0.17484562586105093,22.21969100570754,116.0,0.022830151544971464,0.2018559483634695,0.2023745280050346,27.14364380113279,58.0,0.03650094398993078
42.0,0.15,0.9,0.17440452407012702,0.1747580446762448,22.21890375910254,114.0,0.022436528242471953,0.20185878546370756,0.20217943675267466,27.181403398363752,61.0,0.03838892385147892
42.0,0.15,0.8,0.17441728175310695,0.17473147510332612,22.253542609722494,108.0,0.02125565833497343,0.2018687842952511,0.20199378539962243,27.15623033354311,60.0,0.03775959723096287
42.0,0.15,0.7,0.1744378219253174,0.17462716492816374,22.24015941743751,110.0,0.02164928163747294,0.20188600898223102,0.2022360761485211,27.076935179358088,65.0,0.04090623033354311
